tconst,titletype,primarytitle,originaltitle,isadult,startyear,endyear,runtimeminutes,genres
tt0000370,short,Scrooge; or Marley's Ghost,Scrooge; or Marley's Ghost,0,1901,\N,6,"Drama,Fantasy,Horror"
tt0000373,short,The Devil's Seven Castles,Les sept châteaux du diable,0,1902,\N,11,"Drama,Horror,Short"
tt0000376,short,A táncz,A táncz,0,1901,\N,\N,"Documentary,Short"
tt0000377,short,Undressing Extraordinary,Undressing Extraordinary,0,1901,\N,3,"Comedy,Fantasy,Short"
tt0000379,short,Visita de la escuadra inglesa a Barcelona,Visita de la escuadra inglesa a Barcelona,0,1901,\N,6,"Documentary,Short"
tt0000380,short,Sleeping Beauty,La belle au bois dormant,0,1903,\N,\N,"Drama,Fantasy,Short"
tt0000381,short,Buffalo Bill's Wild West Show,Buffalo Bill's Wild West Show,0,1902,\N,\N,"News,Short"
tt0000384,short,Miss Dundee and Her Performing Dogs,Les chiens savants,0,1902,\N,3,"Documentary,Short"
tt0000387,short,The Coronation of King Edward VII,The Coronation of Edward VII,0,1902,\N,4,"History,Short"
tt0000388,short,Danse excentrique,Danse excentrique,0,1902,\N,2,"Music,Short"
tt0000399,short,Jack and the Beanstalk,Jack and the Beanstalk,0,1902,\N,10,"Fantasy,Short"
tt0000400,short,Le lion savant,Le lion savant,0,1902,\N,\N,"Comedy,Short"
tt0000406,short,The Prince of Darkness,The Prince of Darkness,0,1900,\N,\N,"Horror,Short"
tt0000407,short,Procesión de las hijas de María de la parroquia de Sans,Procesión de las hijas de María de la parroquia de Sans,0,1902,\N,2,"Documentary,Short"
tt0000409,short,Midwife to the Upper Classes,Sage-femme de première classe,0,1902,\N,4,"Comedy,Short"
tt0000410,short,Demolishing and Building Up the Star Theatre,Demolishing and Building Up the Star Theatre,0,1901,\N,2,"Documentary,Short"
tt0000412,short,The Troublesome Fly,The Troublesome Fly,0,1900,\N,\N,"Comedy,Horror,Short"
tt0000413,short,The Devil's Money Bags,Les trésors de satan,0,1902,\N,3,"Comedy,Fantasy,Horror"
tt0000414,short,Uncle Josh at the Moving Picture Show,Uncle Josh at the Moving Picture Show,0,1902,\N,2,"Comedy,Short"
tt0000416,short,Alcohol and Its Victims,Les victimes de l'alcoolisme,0,1902,\N,4,"Drama,Short"
tt0000417,short,A Trip to the Moon,Le voyage dans la lune,0,1902,\N,13,"Action,Adventure,Comedy"
tt0000420,short,Alice in Wonderland,Alice in Wonderland,0,1903,\N,9,"Family,Fantasy,Short"
tt0000423,short,The Enchanted Box,La boîte à malice,0,1903,\N,1,"Fantasy,Short"
tt0000425,short,Buffalo Bill's Parade,Buffalo Bill's Parade,0,1903,\N,\N,"Documentary,Short"
tt0000426,short,Buffalo Bill's Street Parade,Buffalo Bill's Street Parade,0,1903,\N,\N,"Documentary,Short"
tt0000430,short,A Chess Dispute,A Chess Dispute,0,1903,\N,1,"Comedy,Short"
tt0000432,short,How Monsieur Takes His Bath,Comment monsieur prend son bain,0,1903,\N,1,"Comedy,Short"
tt0000436,short,An Extraordinary Cab Accident,An Extraordinary Cab Accident,0,1903,\N,1,"Comedy,Short"
tt0000437,short,Faust et Méphistophélès,Faust et Méphistophélès,0,1903,\N,2,"Drama,Horror,Short"
tt0000439,short,The Great Train Robbery,The Great Train Robbery,0,1903,\N,11,"Action,Adventure,Crime"
tt0000440,short,La guirlande merveilleuse,La guirlande merveilleuse,0,1903,\N,4,"Fantasy,Short"
tt0000442,short,Capital Execution,Henrettelsen,0,1903,\N,1,"Drama,Short"
tt0000446,short,Kit Carson,Kit Carson,0,1903,\N,21,"Short,Western"
tt0000447,short,Life of an American Fireman,Life of an American Fireman,0,1903,\N,6,"Action,Short"
tt0000451,short,Mary Jane's Mishap,Mary Jane's Mishap,0,1903,\N,4,"Comedy,Short"
tt0000452,short,The Messenger Boy's Mistake,The Messenger Boy's Mistake,0,1903,\N,2,"Comedy,Romance,Short"
tt0000455,short,The Music Lover,Le mélomane,0,1903,\N,3,"Comedy,Music,Short"
tt0000456,short,N.Y. Fire Department Returning,N.Y. Fire Department Returning,0,1903,\N,\N,"Documentary,Short"
tt0000459,short,"Panorama of Riker's Island, N.Y.","Panorama of Riker's Island, N.Y.",0,1903,\N,2,"Documentary,Short"
tt0000464,short,Rip Van Winkle,Rip Van Winkle,0,1896,\N,4,"Comedy,Short"
tt0000465,short,The Kingdom of the Fairies,Le royaume des fées,0,1903,\N,16,"Adventure,Fantasy,Short"
tt0000469,short,The Sick Kitten,The Sick Kitten,0,1903,\N,1,"Comedy,Family,Short"
tt0000471,short,Uncle Tom's Cabin,Uncle Tom's Cabin,0,1903,\N,13,"Drama,Short"
tt0000472,short,Uncle Tom's Cabin,Uncle Tom's Cabin,0,1903,\N,\N,"Drama,Short"
tt0000479,short,Rum vs. Cherries,Buy Your Own Cherries,0,1904,\N,4,"Drama,Short"
tt0000480,short,Le coffre enchanté,Le coffre enchanté,0,1904,\N,3,"Fantasy,Short"
tt0000487,short,The Great Train Robbery,The Great Train Robbery,0,1904,\N,8,"Drama,Short,Western"
tt0000488,short,The Land Beyond the Sunset,The Land Beyond the Sunset,0,1912,\N,14,"Drama,Fantasy,Short"
tt0000491,short,Opening the Williamsburg Bridge,Opening the Williamsburg Bridge,0,1904,\N,1,"News,Short"
tt0000492,short,Personal,Personal,0,1904,\N,6,"Comedy,Short"
tt0000495,short,The Pearl Fisher,Le pêcheur de perles,0,1907,\N,12,"Fantasy,Short"
tt0000496,short,Railroad Smashup,Railroad Smashup,0,1904,\N,1,"Action,Short"
tt0000497,short,A Railway Tragedy,A Railway Tragedy,0,1904,\N,5,"Crime,Short"
tt0000498,short,Rescued by Rover,Rescued by Rover,0,1905,\N,7,"Crime,Drama,Family"
tt0000499,short,An Impossible Voyage,Le voyage à travers l'impossible,0,1904,\N,24,"Action,Adventure,Family"
tt0000501,short,Adventures of Sherlock Holmes,Adventures of Sherlock Holmes,0,1905,\N,\N,"Crime,Drama,Mystery"
tt0000502,movie,Bohemios,Bohemios,0,1905,\N,100,\N
tt0000505,short,The Wig Chase,La course à la perruque,0,1906,\N,6,"Comedy,Short"
tt0000507,short,Departure of Peary and the Roosevelt from New York,Departure of Peary and the Roosevelt from New York,0,1905,\N,4,"News,Short"
tt0000509,short,The Inexperienced Chauffeur,Les débuts d'un chauffeur,0,1906,\N,3,"Comedy,Short"
tt0000511,short,Esmeralda,Esmeralda,0,1905,\N,10,"Drama,Short"
tt0000512,short,Funeral of Hiram Cronk,Funeral of Hiram Cronk,0,1905,\N,4,"Documentary,News,Short"
tt0000515,short,Los guapos del parque,Los guapos del parque,0,1904,\N,6,"Comedy,Short"
tt0000516,short,The Electric Hotel,El hotel eléctrico,0,1908,\N,8,"Animation,Fantasy,Sci-Fi"
tt0000519,short,The Kleptomaniac,The Kleptomaniac,0,1905,\N,8,"Crime,Drama,Short"
tt0000520,short,The Life of Charles Peace,The Life of Charles Peace,0,1905,\N,14,"Biography,Crime,Short"
tt0000521,short,The Little Train Robbery,The Little Train Robbery,0,1905,\N,12,"Action,Crime,Drama"
tt0000524,short,New York Subway,New York Subway,0,1905,\N,6,"Documentary,Short"
tt0000525,short,Hanging at Jefferson City,Pendaison à Jefferson City,0,1910,\N,7,"Short,Western"
tt0000526,short,Pennsylvania Tunnel Excavation,Pennsylvania Tunnel Excavation,0,1905,\N,3,"Documentary,Short"
tt0000528,short,"Raffles, the Amateur Cracksman","Raffles, the Amateur Cracksman",0,1905,\N,15,"Adventure,Romance,Short"
tt0000533,short,The Wooing and Wedding of a Coon,The Wooing and Wedding of a Coon,0,1907,\N,\N,"Comedy,Short"
tt0000534,short,The '?' Motorist,The '?' Motorist,0,1906,\N,3,"Comedy,Fantasy,Sci-Fi"
tt0000535,short,The Anarchist's Mother-in-Law,Anarkistens svigermor,0,1906,\N,4,"Comedy,Short"
tt0000537,short,"Arrival of Immigrants, Ellis Island","Arrival of Immigrants, Ellis Island",0,1906,\N,4,"Documentary,Short"
tt0000543,short,Kong Christian d. IXs Bisættelse,Kong Christian d. IXs Bisættelse,0,1906,\N,15,"Documentary,Short"
tt0000546,short,Dream of a Rarebit Fiend,Dream of a Rarebit Fiend,0,1906,\N,7,"Comedy,Fantasy,Short"
tt0000550,short,Proklamationen af Kong Frederik d. VIII,Proklamationen af Kong Frederik d. VIII,0,1906,\N,3,"News,Short"
tt0000552,short,The Hand of the Artist,The Hand of the Artist,0,1907,\N,2,"Animation,Short"
tt0000553,short,The Haunted Hotel,The Haunted Hotel,0,1907,\N,5,"Comedy,Fantasy,Horror"
tt0000554,short,Humorous Phases of Funny Faces,Humorous Phases of Funny Faces,0,1906,\N,3,"Animation,Comedy,Family"
tt0000555,short,Den hvide slavinde,Den hvide slavinde,0,1907,\N,7,Short
tt0000557,short,Kathleen Mavourneen,Kathleen Mavourneen,0,1906,\N,15,"Drama,Romance,Short"
tt0000561,short,The Life of a Cowboy,The Life of a Cowboy,0,1906,\N,13,"Short,Western"
tt0000565,short,The Night Before Christmas,The Night Before Christmas,0,1905,\N,9,"Animation,Family,Fantasy"
tt0000567,short,The 400 Tricks of the Devil,Les quatre cents farces du diable,0,1906,\N,17,"Fantasy,Horror,Short"
tt0000570,short,San Francisco Disaster,San Francisco Disaster,0,1906,\N,3,"Documentary,Short"
tt0000571,short,The San Francisco Earthquake,The San Francisco Earthquake,0,1906,\N,14,"Documentary,History,Short"
tt0000574,movie,The Story of the Kelly Gang,The Story of the Kelly Gang,0,1906,\N,70,"Action,Adventure,Biography"
tt0000575,short,"20,000 Leagues Under the Sea",20000 lieues sous les mers,0,1907,\N,10,"Adventure,Fantasy,Sci-Fi"
tt0000576,short,Ali Baba and the Forty Thieves,Ali Baba et les quarante voleurs,0,1907,\N,13,"Drama,Fantasy,Short"
tt0000578,short,"An Awful Skate; or, the Hobo on Rollers","An Awful Skate; or, The Hobo on Rollers",0,1907,\N,\N,"Comedy,Family,Short"
tt0000582,short,Ben Hur,Ben Hur,0,1907,\N,15,"Drama,Short"
tt0000583,short,The Lady with the Camellias,Kameliadamen,0,1907,\N,14,"Drama,Romance,Short"
tt0000584,short,El ciego de la aldea,El ciego de la aldea,0,1907,\N,8,"Crime,Drama,Short"
tt0000588,short,Der var engang,Der var engang,0,1907,\N,\N,Short
tt0000591,movie,The Prodigal Son,L'enfant prodigue,0,1907,\N,90,Drama
tt0000594,short,The Flight from the Seraglio,Flugten fra seraillet,0,1907,\N,9,"Drama,Short"
tt0000595,short,From the Rococo Times,Rosen,0,1908,\N,9,"Drama,Short"
tt0000596,short,Fyrtøjet,Fyrtøjet,0,1907,\N,10,Short
tt0000597,short,The Magic Mirror,Les glaces merveilleuses,0,1907,\N,7,Short
tt0000598,short,"Hamlet, Prince of Denmark",Hamlet,0,1907,\N,10,"Drama,Short"
tt0000599,short,Polar Bear Hunt,Isbjørnejagten,0,1907,\N,\N,"Documentary,Drama,Short"
tt0000601,short,Lohengrin,Lohengrin,0,1910,\N,\N,"Drama,Music,Musical"
tt0000602,short,Lion Hunting,Løvejagten,0,1907,\N,10,"Adventure,Drama,Short"
tt0000608,short,En ny hat til Madammen,En ny hat til Madammen,0,1906,\N,6,"Comedy,Short"
tt0000609,short,Othello,Otello,0,1906,\N,\N,"Drama,Music,Romance"
tt0000610,short,Othello,Othello,0,1907,\N,\N,"Drama,Romance,Short"
tt0000613,short,O Rapto de Uma Actriz,O Rapto de Uma Actriz,0,1907,\N,\N,"Drama,Short"
tt0000614,short,The Red Spectre,Le spectre rouge,0,1907,\N,9,"Fantasy,Horror,Short"
tt0000615,movie,Robbery Under Arms,Robbery Under Arms,0,1907,\N,\N,Drama
tt0000617,short,The Robber's Sweetheart,Røverens brud,0,1907,\N,12,"Drama,Short"
tt0000618,short,Salaviinanpolttajat,Salaviinanpolttajat,0,1907,\N,20,"Comedy,Short"
tt0000621,short,That Fatal Sneeze,That Fatal Sneeze,0,1907,\N,6,"Comedy,Fantasy,Short"
tt0000627,short,'Ostler Joe,'Ostler Joe,0,1908,\N,\N,"Drama,Short"
tt0000628,short,The Adventures of Dollie,Adventures of Dollie,0,1908,\N,12,"Action,Short"
tt0000629,short,After Many Years,After Many Years,0,1908,\N,17,"Drama,Short"
tt0000630,movie,Hamlet,Amleto,0,1908,\N,\N,Drama
tt0000632,short,Amor que mata,Amor que mata,0,1908,\N,14,Short
tt0000634,short,Antony and Cleopatra,Antony and Cleopatra,0,1908,\N,\N,"Drama,History,Romance"
tt0000637,short,The Assassination of the Duke de Guise,L'assassinat du duc de Guise,0,1908,\N,15,"Drama,History,Short"
tt0000638,short,At the Crossroads of Life,At the Crossroads of Life,0,1908,\N,9,"Drama,Short"
tt0000639,short,At the French Ball,At the French Ball,0,1908,\N,7,"Comedy,Short"
tt0000640,short,An Awful Moment,An Awful Moment,0,1908,\N,12,"Drama,Short"
tt0000641,short,Balked at the Altar,Balked at the Altar,0,1908,\N,12,"Comedy,Short"
tt0000642,short,The Bandit's Waterloo,The Bandit's Waterloo,0,1908,\N,12,"Action,Short"
tt0000644,short,Behind the Scenes,Behind the Scenes,0,1908,\N,9,"Drama,Short"
tt0000645,short,Betrayed by a Handprint,Betrayed by a Handprint,0,1908,\N,9,"Crime,Short"
tt0000648,short,The Black Viper,The Black Viper,0,1908,\N,10,"Drama,Short"
tt0000650,short,The Boston Tea Party,The Boston Tea Party,0,1908,\N,\N,"Drama,History,Short"
tt0000651,short,"The Boy Detective, or the Abductors Foiled","The Boy Detective, or The Abductors Foiled",0,1908,\N,5,"Comedy,Drama,Short"
tt0000653,short,A Calamitous Elopement,A Calamitous Elopement,0,1908,\N,12,"Comedy,Short"
tt0000654,short,The Call of the Wild,The Call of the Wild,0,1908,\N,16,"Action,Short"
tt0000658,short,The Puppet's Nightmare,Le cauchemar de Fantoche,0,1908,\N,2,"Animation,Short"
tt0000659,short,Caught by Wireless,Caught by Wireless,0,1908,\N,10,"Drama,Short"
tt0000660,short,The Christmas Burglars,The Christmas Burglars,0,1908,\N,11,"Comedy,Short"
tt0000661,short,Humanity Through the Ages,La civilisation à travers les âges,0,1908,\N,\N,Short
tt0000662,short,Classmates,Classmates,0,1908,\N,12,"Drama,Romance,Short"
tt0000663,short,The Clubman and the Tramp,The Clubman and the Tramp,0,1908,\N,17,"Comedy,Short"
tt0000665,short,Concealing a Burglar,Concealing a Burglar,0,1908,\N,11,"Drama,Short"
tt0000666,short,Corrida de toros con Antonio Fuentes,Corrida de toros con Antonio Fuentes,0,1908,\N,25,"Documentary,Short,Sport"
tt0000668,short,The Count of Monte Cristo,The Count of Monte Cristo,0,1908,\N,14,"Action,Drama,Short"
tt0000669,short,Cupid's Pranks,Cupid's Pranks,0,1908,\N,10,"Comedy,Fantasy,Short"
tt0000671,short,Desdemona,Desdemona,0,1908,\N,\N,"Drama,Short"
tt0000672,short,The Devil,The Devil,0,1908,\N,10,"Drama,Short"
tt0000673,short,La Dolores,La Dolores,0,1908,\N,15,Short
tt0000674,short,Don Juan Tenorio,Don Juan Tenorio,0,1908,\N,15,"Drama,Short"
tt0000675,movie,Don Quijote,Don Quijote,0,1908,\N,\N,Drama
tt0000676,short,Don Álvaro o la fuerza del sino,Don Álvaro o la fuerza del sino,0,1908,\N,\N,"Drama,Short"
tt0000679,movie,The Fairylogue and Radio-Plays,The Fairylogue and Radio-Plays,0,1908,\N,120,"Adventure,Fantasy"
tt0000680,short,Falsely Accused!,Falsely Accused!,0,1908,\N,\N,"Drama,Short"
tt0000681,short,A Famous Escape,A Famous Escape,0,1908,\N,\N,"Drama,Short"
tt0000682,short,A Fantasy,Fantasmagorie,0,1908,\N,2,"Animation,Comedy,Family"
tt0000683,short,The Fatal Hour,The Fatal Hour,0,1908,\N,14,"Crime,Short"
tt0000684,short,Father Gets in the Game,Father Gets in the Game,0,1908,\N,10,"Comedy,Short"
tt0000685,short,The Feud and the Turkey,The Feud and the Turkey,0,1908,\N,15,"Drama,Romance,Short"
tt0000689,short,For Love of Gold,For Love of Gold,0,1908,\N,9,"Crime,Short"
tt0000690,short,For a Wife's Honor,For a Wife's Honor,0,1908,\N,8,"Drama,Short"
tt0000694,short,The Girl and the Outlaw,The Girl and the Outlaw,0,1908,\N,14,"Action,Short,Western"
tt0000695,short,The Greaser's Gauntlet,The Greaser's Gauntlet,0,1908,\N,17,"Action,Short"
tt0000697,short,The Guerrilla,The Guerrilla,0,1908,\N,15,"Action,Short,War"
tt0000698,short,The Heart of O Yama,The Heart of O Yama,0,1908,\N,15,"Drama,Romance,Short"
tt0000699,short,The Helping Hand,The Helping Hand,0,1908,\N,15,"Drama,Short"
tt0000700,short,Her First Adventure,Her First Adventure,0,1908,\N,6,"Drama,Short"
tt0000704,short,The Humpty Dumpty Circus,The Humpty Dumpty Circus,0,1898,\N,4,"Animation,Comedy,Short"
tt0000706,short,"Ingomar, the Barbarian","Ingomar, the Barbarian",0,1908,\N,13,"Drama,Romance,Short"
tt0000707,short,The Ingrate,The Ingrate,0,1908,\N,15,"Action,Short"
tt0000708,short,The Invisible Fluid,The Invisible Fluid,0,1908,\N,12,"Comedy,Short"
tt0000709,short,Julius Caesar,Julius Caesar,0,1908,\N,13,"Drama,History,Short"
tt0000713,short,The King's Messenger,The King's Messenger,0,1908,\N,\N,"Drama,Short"
tt0000717,short,Macbeth,Macbeth,0,1908,\N,9,"Drama,Short"
tt0000720,short,The Man and the Woman,The Man and the Woman,0,1908,\N,13,"Drama,Short"
tt0000722,short,The Red Barn Mystery,Maria Marten,0,1908,\N,\N,"Drama,Short"
tt0000724,short,The Merchant of Venice,The Merchant of Venice,0,1908,\N,9,"Drama,Short"
tt0000725,short,Mixed Babies,Mixed Babies,0,1908,\N,\N,"Comedy,Short"
tt0000727,short,Monday Morning in a Coney Island Police Court,Monday Morning in a Coney Island Police Court,0,1908,\N,7,"Comedy,Short"
tt0000728,short,Money Mad,Money Mad,0,1908,\N,11,"Crime,Drama,Short"
tt0000730,short,Mr. Jones at the Ball,Mr. Jones at the Ball,0,1908,\N,8,"Comedy,Short"
tt0000731,short,Mrs. Jones Entertains,Mrs. Jones Entertains,0,1909,\N,11,"Comedy,Short"
tt0000733,short,"Old Isaacs, the Pawnbroker","Old Isaacs, the Pawnbroker",0,1908,\N,10,"Drama,Short"
tt0000734,short,Othello,Othello,0,1908,\N,\N,"Drama,Romance,Short"
tt0000737,short,Over the Hill to the Poorhouse,Over the Hill to the Poorhouse,0,1908,\N,13,"Drama,Short"
tt0000738,short,The Paris Hat,The Paris Hat,0,1908,\N,\N,Short
tt0000739,short,El pastorcito de Torrente,El pastorcito de Torrente,0,1908,\N,\N,"Drama,Short"
tt0000740,short,The Pirate's Gold,The Pirate's Gold,0,1908,\N,16,"Action,Short"
tt0000741,short,The Planter's Wife,The Planter's Wife,0,1908,\N,14,"Action,Drama,Short"
tt0000743,short,The Princess in the Vase,The Princess in the Vase,0,1908,\N,\N,"Comedy,Short"
tt0000746,short,The Reckoning,The Reckoning,0,1908,\N,8,"Drama,Short"
tt0000747,short,The Red Girl,The Red Girl,0,1908,\N,17,"Action,Short"
tt0000748,short,The Red Man and the Child,The Redman and the Child,0,1908,\N,14,"Action,Short,Western"
tt0000749,short,Rescued from an Eagle's Nest,Rescued from an Eagle's Nest,0,1908,\N,8,"Action,Short"
tt0000752,short,Romance of a Jewess,Romance of a Jewess,0,1908,\N,10,"Drama,Short"
tt0000754,short,Romeo and Juliet,Romeo and Juliet,0,1908,\N,15,"Drama,Romance,Short"
tt0000755,short,The Dream of an Opium Fiend,Le rêve d'un fumeur d'opium,0,1908,\N,4,Short
tt0000756,short,The Sculptor's Nightmare,The Sculptor's Nightmare,0,1908,\N,11,"Animation,Comedy,Short"
tt0000758,short,Sherlock Holmes,Sherlock Holmes i Livsfare,0,1908,\N,\N,"Mystery,Short"
tt0000759,short,Sherlock Holmes II: Raffles Escaped from Prison,Sherlock Holmes II,0,1909,\N,\N,"Comedy,Short"
tt0000762,short,A Smoked Husband,A Smoked Husband,0,1908,\N,8,"Comedy,Short"
tt0000764,short,The Song of the Shirt,The Song of the Shirt,0,1908,\N,11,"Drama,Short"
tt0000767,short,The Stolen Jewels,The Stolen Jewels,0,1908,\N,11,"Drama,Short"
tt0000769,short,Knight of Black Art,Le tambourin fantastique,0,1908,\N,6,Short
tt0000770,short,The Taming of the Shrew,The Taming of the Shrew,0,1908,\N,17,"Comedy,Romance,Short"
tt0000771,short,The Tavern Keeper's Daughter,The Tavern Keeper's Daughter,0,1908,\N,7,"Action,Short"
tt0000772,short,The Test of Friendship,The Test of Friendship,0,1908,\N,13,"Drama,Short"
tt0000775,short,Susceptible Youth,Trop crédules,0,1908,\N,\N,"Comedy,Short"
tt0000776,short,The Last Days of Pompeii,Gli ultimi giorni di Pompei,0,1908,\N,17,"Drama,Short"
tt0000778,short,The Valet's Wife,The Valet's Wife,0,1908,\N,\N,"Comedy,Short"
tt0000779,short,The Vaquero's Vow,The Vaquero's Vow,0,1908,\N,13,"Action,Romance,Short"
tt0000781,short,The Viking's Daughter: The Story of the Ancient Norsemen,The Viking's Daughter: The Story of the Ancient Norsemen,0,1908,\N,\N,"Adventure,Drama,Romance"
tt0000782,short,"A Visit to the Seaside at Brighton Beach, England",A Visit to the Seaside,0,1910,\N,8,"Documentary,Short"
tt0000784,short,When Knights Were Bold,When Knights Were Bold,0,1908,\N,\N,Short
tt0000785,short,Where the Breakers Roar,Where the Breakers Roar,0,1908,\N,9,"Drama,Short"
tt0000787,short,A Woman's Way,A Woman's Way,0,1908,\N,11,"Action,Short"
tt0000789,short,The Zulu's Heart,The Zulu's Heart,0,1908,\N,13,"Action,Short"
tt0000790,short,The Battle in the Clouds,The Airship Destroyer,0,1909,\N,7,"Fantasy,Sci-Fi,Short"
tt0000792,short,And a Little Child Shall Lead Them,And a Little Child Shall Lead Them,0,1909,\N,4,"Drama,Short"
tt0000793,short,Andreas Hofer,Andreas Hofer,0,1909,\N,12,"Drama,Short"
tt0000797,short,At the Altar,At the Altar,0,1909,\N,11,"Drama,Short"
